Satellite,City,Latitude,Longitude,Azimuth,Elevation
01002U,Tunis,36.8064,10.1817,291.41383762286756,22.087401992779387
01002U,Tunis,36.8064,10.1817,162.99273744969025,29.30247982658967
01003U,Tunis,36.8064,10.1817,241.52733217041038,45.57430598121457
02001U,Tunis,36.8064,10.1817,320.40207165980803,10.091124625293205
02001U,Tunis,36.8064,10.1817,289.22171110557974,16.41288204800346
03002U,Tunis,36.8064,10.1817,221.835014963296,23.373017067477438
03002U,Tunis,36.8064,10.1817,54.713795521539815,35.97791204422245
03003U,Tunis,36.8064,10.1817,221.39170490293643,13.534695598348192
03003U,Tunis,36.8064,10.1817,36.39049106215339,33.70179813959015
04001U,Tunis,36.8064,10.1817,280.3531565632261,23.85757675423177
04002U,Tunis,36.8064,10.1817,347.68834494309334,11.247928458741363
04003U,Tunis,36.8064,10.1817,347.0453640176915,11.98026709934001
05002U,Tunis,36.8064,10.1817,35.99209033532561,11.113936217801253
06001U,Tunis,36.8064,10.1817,91.20119503588072,18.59254687163171
06001U,Tunis,36.8064,10.1817,213.8443604598897,15.521799154673806
06002U,Tunis,36.8064,10.1817,356.86820709499045,30.283582182875943
06003U,Tunis,36.8064,10.1817,25.651452337189532,22.774253848746003
07002U,Tunis,36.8064,10.1817,230.01246678386232,33.956072091879825
07003U,Tunis,36.8064,10.1817,185.4206018790793,40.72189770759218
08001U,Tunis,36.8064,10.1817,17.382309631912264,12.696193956292555
08002U,Tunis,36.8064,10.1817,127.09899135792,55.61307916604446
08003U,Tunis,36.8064,10.1817,79.31756911753735,13.985900917763999
09002U,Tunis,36.8064,10.1817,326.6084727455933,24.946847526631675
09003U,Tunis,36.8064,10.1817,220.11654528273343,22.562225088784988
09003U,Tunis,36.8064,10.1817,69.3989125700339,28.551265966777045
