Satellite,City,Latitude,Longitude,Azimuth,Elevation
01001U,Djibouti,11.5883,43.145,206.17149154722293,13.693125415692474
01002U,Djibouti,11.5883,43.145,221.57724449305965,10.445417191926825
02003U,Djibouti,11.5883,43.145,135.25701285716744,10.557342462488847
06001U,Djibouti,11.5883,43.145,150.09620059529934,13.472787745057703
08002U,Djibouti,11.5883,43.145,143.44375119103722,13.248372396636944
09003U,Djibouti,11.5883,43.145,224.55048250864772,10.287614003551234
10001U,Djibouti,11.5883,43.145,164.74413602316815,14.306196208135546
