Satellite,City,Latitude,Longitude,Azimuth,Elevation
01001U,Brazzaville,-4.2694,15.2714,27.18852629914436,11.216788915075146
01001U,Brazzaville,-4.2694,15.2714,172.81812114567256,12.787185917042015
01002U,Brazzaville,-4.2694,15.2714,9.67491691701394,16.280802108450423
01003U,Brazzaville,-4.2694,15.2714,333.25588194235223,11.102292439850713
02002U,Brazzaville,-4.2694,15.2714,224.4611478315085,27.714470620184517
02002U,Brazzaville,-4.2694,15.2714,133.84033473357283,26.20945615930453
02003U,Brazzaville,-4.2694,15.2714,226.6164559348421,11.903908351241464
02003U,Brazzaville,-4.2694,15.2714,132.79696964107418,48.39970010556798
03001U,Brazzaville,-4.2694,15.2714,359.31789826226066,40.3264103150237
03001U,Brazzaville,-4.2694,15.2714,331.1431667792611,76.76687068366778
03002U,Brazzaville,-4.2694,15.2714,356.54448741842793,16.659652513685817
03003U,Brazzaville,-4.2694,15.2714,346.16536573868075,17.024225230595892
04002U,Brazzaville,-4.2694,15.2714,70.14772493094621,19.823625344351033
04003U,Brazzaville,-4.2694,15.2714,69.91635156637479,15.813557249121299
05001U,Brazzaville,-4.2694,15.2714,161.3415865370578,43.45180124242545
05001U,Brazzaville,-4.2694,15.2714,356.38766243631994,21.76054641105816
05002U,Brazzaville,-4.2694,15.2714,322.1160451647584,17.728243622014805
05002U,Brazzaville,-4.2694,15.2714,6.121365171913151,31.867397766560334
05003U,Brazzaville,-4.2694,15.2714,322.99924784368335,15.32276783662223
05003U,Brazzaville,-4.2694,15.2714,25.436852161244225,27.327192770964835
06001U,Brazzaville,-4.2694,15.2714,359.19574729504694,14.603376523386912
06001U,Brazzaville,-4.2694,15.2714,204.40332573515894,10.89283365943396
06002U,Brazzaville,-4.2694,15.2714,199.54633538526886,10.65754671959274
06003U,Brazzaville,-4.2694,15.2714,189.28561141350534,12.09919998566011
07002U,Brazzaville,-4.2694,15.2714,333.99817497090186,11.944132024300394
07002U,Brazzaville,-4.2694,15.2714,97.03156244881309,47.40528437196788
07003U,Brazzaville,-4.2694,15.2714,352.1681839985275,14.971827952814188
07003U,Brazzaville,-4.2694,15.2714,79.08264708117699,16.099251631211576
08001U,Brazzaville,-4.2694,15.2714,296.76479198485333,20.004135455386805
08001U,Brazzaville,-4.2694,15.2714,283.2799967346846,20.130232891439274
08002U,Brazzaville,-4.2694,15.2714,195.10267043518314,54.80619093277826
08003U,Brazzaville,-4.2694,15.2714,224.63302704108148,23.868514498011944
08003U,Brazzaville,-4.2694,15.2714,129.76915199640783,22.475216173848185
09001U,Brazzaville,-4.2694,15.2714,130.6891231976025,15.733763292450526
09001U,Brazzaville,-4.2694,15.2714,23.912706514981235,14.580335709091399
09003U,Brazzaville,-4.2694,15.2714,6.354453480948748,15.459759430893953
10002U,Brazzaville,-4.2694,15.2714,65.42177296474985,10.142762099436277
10002U,Brazzaville,-4.2694,15.2714,329.70531389447905,22.885085187260813
10003U,Brazzaville,-4.2694,15.2714,1.6448174848758441,10.096176643534319
